explanations,datasets,attributed_fns,methods,reversed,Value,Rank,Sentence
gradient_shap,dna,logit,baseline,original,"[ 9.374391   4.141529   4.0324163  2.6011035  3.9219549  3.6598952
  4.464497   2.3508797  5.463833   3.0802565  6.1875434  3.104623
 16.469118   3.452849 ]",1.0,Erin isn't arriving at those
gradient_shap,dna,logit,baseline,original,[2.294476  3.1293237 1.2652776 1.4776468 1.4492986 5.310948 ],0.3333333333333333,Some actors have looked like that
gradient_shap,dna,logit,baseline,original,[ 5.0017743  3.6168704 15.834466   5.2601542],0.5,Deanna explores these
gradient_shap,dna,logit,baseline,original,[3.4388463 3.9029024 3.9521127 5.883293  0.750793  4.883637  2.4810762],0.25,Some waitresses wouldn't kiss these
gradient_shap,dna,logit,baseline,original,[2.7441113 1.9164393 6.288901  2.9493966],0.5,Kenneth notices this
gradient_shap,dna,logit,baseline,original,[3.0232773 2.0140529 2.5188801 2.8026338 6.9641466 2.5156884],1.0,The Impressionists research this
gradient_shap,dna,logit,baseline,original,[3.2713206 7.739711  3.4041862 4.0990233 8.391818 ],0.25,Some candle disgusts that
gradient_shap,dna,logit,baseline,original,[2.7397046 6.3703847 2.3066115 3.253954 ],0.5,Amy researches these
gradient_shap,dna,logit,baseline,original,"[1.0027503 2.1382847 1.1465157 2.1006305 1.6738397 2.627604  2.428084
 2.0561755 3.0669844 5.018654  1.4147172 1.4834521 2.7630525 3.2943494
 1.5680798 3.4738982]",0.14285714285714285,A lot of cashiers have described this
gradient_shap,dna,logit,baseline,original,[1.1034228 1.5198382 2.226248  2.5677197 3.1844482],0.25,The hat aggravates this
gradient_shap,dna,logit,baseline,original,[2.5162902 2.1218708 2.7638495 2.3963504],0.5,Wayne hid those
gradient_shap,dna,logit,baseline,original,[2.4210632 2.1839929 3.9529521 7.152452 ],0.5,Becky visits this
gradient_shap,dna,logit,baseline,original,"[ 3.37002    4.286187   2.6994452  2.6192422  2.071524   2.9054334
  4.309669  11.457423   2.0736485  1.9329057 11.789881   1.0090989]",0.5,Galileo escaped from those
gradient_shap,dna,logit,baseline,original,[2.1403856 3.0938356 2.7346182 3.305723  3.8695638],0.2,All teachers should clean this
gradient_shap,dna,logit,baseline,original,[1.0894449  2.0462544  2.549086   0.91004926 2.2980042  2.5402129 ],0.3333333333333333,Carolyn wasn't noticing these
gradient_shap,dna,logit,baseline,original,[1.1497737  1.3548927  0.67746395 1.0623362  1.1119972  2.016483  ],0.5,Most doors can astound that
gradient_shap,dna,logit,baseline,original,"[1.0075034 1.5809755 2.1361835 3.429328  1.6523212 1.8367498 1.8284916
 2.997173  1.1576325 1.5302885]",0.2,A waiter is examining these
gradient_shap,dna,logit,baseline,original,[0.82143337 1.1281606  0.80939794 1.041183   2.130431  ],0.25,Every cat could worry that
gradient_shap,dna,logit,baseline,original,[2.7156553 2.8949943 3.134366  2.8140323],0.25,Some senator investigates that
gradient_shap,dna,logit,baseline,original,[3.2115443 3.7615283 1.8397242 2.870972 ],0.5,Lisa was hiding this
gradient_shap,dna,logit,baseline,original,"[2.1750622 1.6279495 1.5876338 1.2323593 2.7248352 1.7629814 2.1930335
 1.6960996 2.0074682 1.583535 ]",1.0,Carlos fled from these
gradient_shap,dna,logit,baseline,original,[ 4.298668   4.5899086  7.134605  14.631165 ],0.25,Michael is noticing this
gradient_shap,dna,logit,baseline,original,[2.2062945 1.3536884 1.3635209 2.0847332],1.0,Michelle could clean these
gradient_shap,dna,logit,baseline,original,[1.8390881 2.3322227 1.5801113 1.3841534],0.5,Roger escapes from that
gradient_shap,dna,logit,baseline,original,[1.7702374 2.101548  1.6190606 1.343323  2.2496915],0.3333333333333333,These doctors listen to this
gradient_shap,dna,logit,baseline,original,[ 7.2978716  7.6246157  7.0379148 12.332777 ],0.5,Douglas breaks that
gradient_shap,dna,logit,baseline,original,[3.7651386 2.788403  2.1688719],1.0,Students watch those
gradient_shap,dna,logit,baseline,original,[4.526353  2.743952  2.3041127 1.3427949 5.043196  1.7803603],1.0,Marcus had boycotted that
gradient_shap,dna,logit,baseline,original,[1.900602  3.2265067 2.4747415 3.1142907 1.7428628],0.25,Brett runs around this
gradient_shap,dna,logit,baseline,original,[3.6245809 6.3527384 2.132803  2.3318284 4.108665  6.5166917],0.5,Melanie isn't touring these
gradient_shap,dna,logit,baseline,original,[2.7124352 3.352792  3.882048  3.9837558 6.7275405 6.849828  5.075069 ],0.16666666666666666,A lot of waiters conceal that
gradient_shap,dna,logit,baseline,original,"[2.1234076 2.0575197 3.7098136 1.7792431 2.9657223 3.2386937 8.675703
 1.5585544]",0.5,Those actors discover those
gradient_shap,dna,logit,baseline,original,[1.7966921 2.3327127 4.0476913 3.1248024 3.3086953 6.3957973],0.25,The Impressionists attack this
gradient_shap,dna,logit,baseline,original,[ 5.421273   3.9176555 11.971673   6.381825 ],0.3333333333333333,Most patients conceal those
gradient_shap,dna,logit,baseline,original,"[ 2.4358108  8.801921   2.2836945  3.4712179  1.7581172  7.1321225
  4.2284327  2.9643974  1.5174707  1.9792532  3.954069   3.998562
  2.3966303  6.872293  10.747762   4.590024 ]",0.3333333333333333,Kathleen shouldn't skate around these
gradient_shap,dna,logit,baseline,original,[1.0381498 1.094455  1.8151073 1.3132218 1.9287394 2.5105698],0.16666666666666666,A lot of patients hire that
gradient_shap,dna,logit,baseline,original,[ 3.2874978  4.7518983  4.47029   11.434879 ],0.25,These boys attack these
gradient_shap,dna,logit,baseline,original,[2.4377055 3.3377514 4.280693  2.6920161 2.7921257 3.1271212 6.649155 ],0.2,This cashier isn't wearing that
gradient_shap,dna,logit,baseline,original,[ 2.947612   4.5135474  2.4298012  3.2312171  4.341748  12.540219 ],0.25,That association won't insult those
gradient_shap,dna,logit,baseline,original,[2.112145  2.8078854 3.4300182 3.5570924 2.4037304],0.25,Barbara is worrying this
gradient_shap,dna,logit,baseline,original,[2.4893403 3.7644548 1.7649505 4.322337  4.7037644],0.3333333333333333,Sandra might conceal these
gradient_shap,dna,logit,baseline,original,[1.5623232 2.5227396 1.4483298 1.4541978 3.759858 ],0.3333333333333333,The Clintons mess up this
gradient_shap,dna,logit,baseline,original,"[ 3.2885647  5.6249733  4.596057   6.087708   5.6612935 10.1920805
 15.266708 ]",0.2,A cucumber has astounded those
gradient_shap,dna,logit,baseline,original,[1.100008  1.9522974 2.4792953 0.7480904 1.9292259 1.2548442 1.1728778],0.25,Kendra hasn't listened to that
gradient_shap,dna,logit,baseline,original,"[6.1049547 1.7435889 6.307362  1.3191632 2.1567986 1.2489046 2.3486261
 0.8338535]",0.5,Ellen discovered these
gradient_shap,dna,logit,baseline,original,[2.680632  2.0621862 2.3071134 2.1794584],1.0,Wayne cleans these
gradient_shap,dna,logit,baseline,original,[1.2451065 1.9938049 1.5755169 2.9232087 2.872853  1.548307 ],0.2,The Borgias bike to those
gradient_shap,dna,logit,baseline,original,[1.6985693 1.4870533 1.2729245 2.9309773],0.5,These men left that
gradient_shap,dna,logit,baseline,original,"[3.897911  1.0486114 8.143589  1.2538675 2.1231754 1.317506  2.706214
 0.8086828 4.402118  1.76297   2.5223715 0.7821975 7.3003697 4.8211017
 5.3598323 1.2615951]",0.5,Sonia hasn't boycotted that
gradient_shap,dna,logit,baseline,original,[ 9.4431305  3.738063   9.073055  13.808215 ],0.5,Russell has scanned those
gradient_shap,dna,logit,baseline,original,[1.6399884 2.1508427 2.0726407 3.9246805 1.7220652 3.013083 ],0.16666666666666666,A lot of guests have those
gradient_shap,dna,logit,baseline,original,[1.5098742 1.4884202 1.5111488 1.7422578 2.3087645],0.5,Carmen fired those
gradient_shap,dna,logit,baseline,original,"[0.5067831  0.5274721  1.1130795  0.51016074 0.98111075 1.2280543
 1.4793178 ]",0.14285714285714285,A lot of children bike to this
gradient_shap,dna,logit,baseline,original,[1.9422997 1.6549425 2.126463  2.4751184 1.3911468 2.5915983],0.3333333333333333,Many waitresses mess up this
gradient_shap,dna,logit,baseline,original,[1.5605481 1.5630307 1.3332742 1.4792728 1.6852525],0.5,Tamara had cleaned those
gradient_shap,dna,logit,baseline,original,"[1.971381   1.683102   1.3988179  1.5120839  1.523606   0.8197842
 1.6672381  1.1411313  2.064029   0.79701895]",1.0,Laura did think about those
gradient_shap,dna,logit,baseline,original,[1.2352049 1.577046  1.1404173 1.3251116 1.472186 ],0.3333333333333333,The Borgias wear those
gradient_shap,dna,logit,baseline,original,[2.2316194 2.676721  1.2834631 1.7164541],0.5,Carlos brought these
gradient_shap,dna,logit,baseline,original,[1.775393  2.7710226 2.0451446 1.6716774 2.0783405],0.25,Mary might listen to these
gradient_shap,dna,logit,baseline,original,[1.9154687 2.3406167 2.6101763 2.4405746],0.25,That pepper worried that
gradient_shap,dna,logit,baseline,original,[5.3158407 3.4079118 1.8817203 4.9230456 6.492086  4.771532 ],1.0,Christine was aggravating this
gradient_shap,dna,logit,baseline,original,[1.5446489 1.8959446 2.281205  3.0988178 1.7962596],0.3333333333333333,Pedestrians boycott these
gradient_shap,dna,logit,baseline,original,[1.041566  1.5470891 1.3732793 0.7659318 2.969948  1.3505673],0.3333333333333333,Catherine wasn't referencing this
gradient_shap,dna,logit,baseline,original,[2.2901769 2.7453854 0.7297453 3.6339433 1.2212962],0.3333333333333333,Emily isn't curing that
gradient_shap,dna,logit,baseline,original,[2.1384842 3.868201  1.5316895 0.8581052 4.2512803 1.6576016],0.3333333333333333,All stairs don't disgust these
gradient_shap,dna,logit,baseline,original,[2.104364  2.4738064 2.565155  1.4251288 3.610835  2.1526632],0.3333333333333333,Ruth hasn't known that
gradient_shap,dna,logit,baseline,original,[1.6417763 2.135698  1.1990865 1.498003  4.0214067],0.5,Brad hadn't found those
gradient_shap,dna,logit,baseline,original,[2.8800492 3.8560033 4.0271816 6.1512938],0.25,These pedestrians heal that
gradient_shap,dna,logit,baseline,original,[1.5374615 1.3045417 1.6104835 2.3136027 2.4659207],0.3333333333333333,Bradley thought about these
gradient_shap,dna,logit,baseline,original,[1.2223723 1.671843  1.4332399 2.5682318],0.25,That association hates that
gradient_shap,dna,logit,baseline,original,"[ 1.9483724   1.1325336  10.433906    4.7512946   2.248853    3.6788247
  0.9788829   0.81576747  3.7305138   2.7248285   1.1977147   6.226676
  1.4392701   0.6154625   6.5516715 ]",0.3333333333333333,John isn't hiding this
gradient_shap,dna,logit,baseline,original,[1.424991  2.6616676 1.4671853 2.0719733],0.25,All patients praise those
gradient_shap,dna,logit,baseline,original,[ 5.5753946  7.9038286  3.1154828  5.3170466  6.5047874 11.54007  ],0.3333333333333333,Andrea does mess up those
gradient_shap,dna,logit,baseline,original,[ 3.2790055  4.6176963  5.197551   2.260489  12.097108 ],0.3333333333333333,Every scarf embarrasses these
gradient_shap,dna,logit,baseline,original,[2.3371744 3.3553004 5.7707314 4.5878754],0.3333333333333333,Irene insulted those
gradient_shap,dna,logit,baseline,original,[2.3030972 3.3302562 5.07835   7.102495  6.5520115 5.11079  ],0.2,The mountain doesn't stun that
gradient_shap,dna,logit,baseline,original,[1.2120649 1.6400098 1.8952825 2.26627  ],0.25,Brian has stunned this
gradient_shap,dna,logit,baseline,original,[4.4250107 3.7911499 2.0877538 9.196221  7.1828465],0.3333333333333333,Some mirror had resembled those
gradient_shap,dna,logit,baseline,original,[ 3.6373827   3.9372263  17.593702    0.86622334  2.540814    1.322715  ],0.3333333333333333,Public parks haven't irritated these
gradient_shap,dna,logit,baseline,original,"[ 2.0676544 10.727445   1.3197912  4.93358    1.7014167  5.265039
  1.7933915  5.2330227]",0.3333333333333333,Matt thought about those
gradient_shap,dna,logit,baseline,original,[1.9755331 1.9189682 1.2696662 2.3035884 2.0376875],0.3333333333333333,Many patients talk to those
gradient_shap,dna,logit,baseline,original,[1.9047974 1.7884861 1.4133509 0.4924395 1.0790923 0.732306  1.325335 ],1.0,Becky wasn't complaining about these
gradient_shap,dna,logit,baseline,original,[2.8040566 3.3495069 5.692263  5.046179 ],0.3333333333333333,Joel buys this
gradient_shap,dna,logit,baseline,original,[ 3.9163566  2.7214828  2.509146  10.714228   5.8123436],1.0,Wendy discusses those
gradient_shap,dna,logit,baseline,original,[1.5909072 2.0593498 0.8707936 1.5311695 1.5582072],0.5,April hasn't fixed those
gradient_shap,dna,logit,baseline,original,[1.3970433 1.4796367 2.577616  2.2862878 1.4878048 2.0982711 6.6820116],0.2,All blouses shouldn't shock that
gradient_shap,dna,logit,baseline,original,"[2.7824323 2.038161  3.6987193 1.8760331 1.278909  1.3141514 3.2197561
 1.9366018]",0.5,Those dancers see that
gradient_shap,dna,logit,baseline,original,"[1.1041452  2.280862   0.75004554 1.8172338  1.3300081  1.8003012
 0.6422231  1.7551737  2.1080375  4.1434274  1.5526857  2.0465763 ]",0.3333333333333333,Carlos didn't exit that
gradient_shap,dna,logit,baseline,original,[2.1547208 2.4003215 8.536857  3.4769077],0.25,A driver revealed these
gradient_shap,dna,logit,baseline,original,[1.8206981 2.5480778 1.9957068 1.5666766 6.171908  2.7757127 2.6532695],0.25,Those organizations weren't aggravating this
gradient_shap,dna,logit,baseline,original,[1.6372584 3.2163074 3.2117608 2.0594409 8.242945 ],0.25,Rebecca listens to that
gradient_shap,dna,logit,baseline,original,[2.3308258 2.6286037 2.740944  4.9010916 4.5509276 2.9083   ],0.3333333333333333,Steven found this
gradient_shap,dna,logit,baseline,original,[1.9676733 1.7465808 3.2123988 1.8540685 3.63538   2.9932764],0.5,Joel hadn't lifted that
gradient_shap,dna,logit,baseline,original,[3.0043886 3.7874606 1.5517354 1.1788676 2.9824822 2.136894 ],0.5,Caroline can't heal those
gradient_shap,dna,logit,baseline,original,[1.1212521  1.6820765  0.90487576 0.7092344  2.3887837  2.3592522 ],0.5,Irene doesn't respect those
gradient_shap,dna,logit,baseline,original,"[5.800606  4.1498556 2.7927701 2.010956  2.7692108 1.7071317 2.9903085
 1.1887491 7.4083066 3.069669  4.101815  3.8889384 8.39417   3.1683314]",1.0,Becky wasn't escaping from those
gradient_shap,dna,logit,baseline,original,"[1.2687196 1.2875539 2.5524607 1.7964491 2.073473  2.1922116 2.3571851
 1.1059393]",0.25,The actors criticize these
gradient_shap,dna,logit,baseline,original,"[ 5.0204935  3.2023692  4.8711185  2.9005132  8.19171    3.7081425
 18.771      3.2930691]",1.0,James complained about these
gradient_shap,dna,logit,baseline,original,[3.207848  5.841725  2.4470506 6.190023  4.7927003],0.3333333333333333,Gloves can confuse that
gradient_shap,dna,logit,baseline,original,[2.8063943 3.009917  4.620621  2.1995964 3.2185133],0.3333333333333333,Melissa cared for this
gradient_shap,dna,logit,baseline,original,[2.084005  2.6379614 1.3129228 1.2795537],0.5,Marie is investigating these
gradient_shap,dna,logit,baseline,original,[1.2778016 1.507454  1.2701131 1.262284  1.725878 ],0.5,Stacy was finding this
gradient_shap,dna,logit,baseline,original,"[1.4622369 1.0341073 3.0098803 1.8498529 2.2075431 1.0956899 3.04443
 1.609972  3.212648  1.3755414]",0.3333333333333333,The Borgias conceal that
gradient_shap,dna,logit,baseline,original,"[ 4.3160644  4.4505963  5.6257863  3.4461772 10.210313   2.0912466
  5.6593885]",0.25,Nicole hasn't dropped by this
gradient_shap,dna,logit,baseline,original,[1.8966073 1.57745   1.0919166 0.9368532 2.796235  1.9369794 1.6553092],1.0,Drawings won't astound those
gradient_shap,dna,logit,baseline,original,[1.8766619 1.0020237 1.6515746 4.0459485 1.1824794 2.633504 ],0.5,Every public park aggravates these
gradient_shap,dna,logit,baseline,original,[2.4396486 5.0937934 4.1068344 2.0002363],0.3333333333333333,Michelle listens to this
gradient_shap,dna,logit,baseline,original,[2.6547906 3.14591   1.7275491 1.8141676 2.0017078],0.5,Amy messes up these
gradient_shap,dna,logit,baseline,original,[1.995759  4.7085395 1.3791807 3.32414   3.5798695],0.3333333333333333,Stacy did conceal these
gradient_shap,dna,logit,baseline,original,[1.7880262 1.8970948 3.2188668 2.9994025],0.3333333333333333,Gina admired this
gradient_shap,dna,logit,baseline,original,[0.7749428 0.9274096 1.1232468 1.8140203 1.7706499 0.8636946 1.5780561],0.2,Brett was skated around this
gradient_shap,dna,logit,baseline,original,[ 6.6480412  6.283565   4.5685096  5.354289  10.451239 ],1.0,Todd hadn't seen those
gradient_shap,dna,logit,baseline,original,[1.8555505 1.5713524 1.6501092 1.5101149 2.653704 ],1.0,Candice appreciates that
gradient_shap,dna,logit,baseline,original,[3.0674357 3.6189153 2.6152759 2.4850407 3.6635969],0.3333333333333333,Most senators run around those
gradient_shap,dna,logit,baseline,original,[2.5926077 6.5632415 1.1550106 4.896827  1.5891467],0.3333333333333333,This carriage had resembled those
gradient_shap,dna,logit,baseline,original,[1.1737597 1.7221826 0.8701387 1.0696433 1.3796786 1.7860678],0.3333333333333333,April wouldn't return to that
gradient_shap,dna,logit,baseline,original,[1.1349087 3.117808  1.4025708 1.935814  2.9060097],0.3333333333333333,Cynthia reveals that
gradient_shap,dna,logit,baseline,original,"[1.8069797 2.6754358 4.197967  2.2756023 2.7291217 1.9337832 5.3595996
 5.165792  3.525648  2.2317631]",0.25,Liam is approaching this
gradient_shap,dna,logit,baseline,original,[1.3351685 1.9595203 1.5929368 0.7730506 2.4123244 1.319012  1.1545963],0.25,An adult wasn't listening to that
gradient_shap,dna,logit,baseline,original,"[2.172912   6.4926996  4.291736   3.1863778  0.5606886  5.052906
 0.944814   4.1632824  0.85547066 7.5725718  1.2347555  5.3002844 ]",0.25,Elizabeth wasn't working with these
gradient_shap,dna,logit,baseline,original,[1.5519531 2.5797434 1.3372111 2.4576907 2.086617 ],0.3333333333333333,Barbara has bored that
gradient_shap,dna,logit,baseline,original,[4.4627943 3.6609306 5.0155077 1.8970644],0.5,Many drivers investigate this
gradient_shap,dna,logit,baseline,original,"[4.4678273 1.702625  3.7371151 2.334456  2.6140695 2.4181957 7.1434197
 1.7853901 3.6795983 2.8738706]",1.0,Elaine was exploring this
gradient_shap,dna,logit,baseline,original,"[1.490714  1.0856241 1.6351488 2.2322223 7.668241  0.7733532 3.8287196
 1.8426569]",0.2,A lot of ladies haven't criticized this
gradient_shap,dna,logit,baseline,original,[ 3.3532102  4.425006  10.837092   6.93695  ],0.3333333333333333,Danielle investigates those
gradient_shap,dna,logit,baseline,original,[3.115523  4.9128304 5.7379503 1.8724785 2.69887   6.2340794],0.3333333333333333,Carolyn couldn't fix this
gradient_shap,dna,logit,baseline,original,[1.7308925 1.2281387 1.5748502 2.4877968],1.0,Becky hires this
gradient_shap,dna,logit,baseline,original,[2.555604  3.3008478 4.5111303 4.299823 ],0.25,Most gloves disgusted this
gradient_shap,dna,logit,baseline,original,[ 4.365238   4.913288   3.551411   5.9853063 13.569982 ],0.25,Some pasta had disturbed these
gradient_shap,dna,logit,baseline,original,"[2.1411178 2.5964613 1.5035285 2.075877  2.0039713 3.5175903 1.1369355
 2.8739183 3.369066  1.600229 ]",0.5,Those people sound like this
gradient_shap,dna,logit,baseline,original,[2.4154868 2.5056581 4.5453477 1.5366263 2.6666176 2.430546 ],0.25,Many snakes haven't broken these
gradient_shap,dna,logit,baseline,original,[ 3.5895975  6.0136304 10.640322  10.2429     6.8971357],0.3333333333333333,Derek boycotts those
gradient_shap,any,logit,baseline,original,[1.3497568  0.64524055 0.9509387  2.132889   0.79272556 3.9957383 ],0.25,I do not believe he's
gradient_shap,any,logit,baseline,original,"[0.53834313 0.45052758 0.4494493  0.62195903 0.44971734 0.4834863
 0.5761838  0.4650398  0.4538289  0.5422049  0.4408033  0.5385256
 0.44504076 0.45050922 0.4847918  0.8715267  0.79446346 0.5957878
 0.66570246 0.77799594 1.6620433  3.3990722 ]",0.2,"The other rangers had fanned out to cover more ground, and Alleria hoped they had not run into"
gradient_shap,any,logit,baseline,original,"[2.1587236 2.0061474 5.2951183 4.2676435 3.7147279 3.3655112 3.0718222
 3.6965961 6.7452235 7.897755 ]",1.0,"I had options, yes, but there were not"
gradient_shap,any,logit,baseline,original,[1.8238531 1.7646567 2.010486 ],1.0,There were not
gradient_shap,any,logit,baseline,original,[1.9148958  0.9680395  0.74769706 0.9391927  1.7835978 ],0.2,There would not have been
gradient_shap,any,logit,baseline,original,"[ 3.5027204  4.58388    3.4667046  3.7753     3.4802516  3.9696789
  3.7779927  3.6246562  3.6309197  3.861324   3.936465   7.7084017
  7.1419196  3.1891956  4.0169735  4.2959747  5.1002407 38.289474 ]",1.0,A lot of them are like that: they work to strict orders and when there are not
gradient_shap,any,logit,baseline,original,[2.6457312 2.3420208 2.0408468],0.3333333333333333,There are not
gradient_shap,any,logit,baseline,original,[1.2965335 4.034526  1.2664263 1.3444601 6.1639547],1.0,In Prague there were not
gradient_shap,any,logit,baseline,original,"[1.3163847  1.0843498  0.8517189  0.9705245  2.319123   0.8965976
 0.71749926 1.4506339  0.7082958  0.9527883  1.718736   1.2959948
 6.0174026 ]",1.0,"We're in the parish, of course, but there are not"
gradient_shap,any,logit,baseline,original,[5.8093133 3.117031 ],0.5,Were not
gradient_shap,any,logit,baseline,original,[0.87576354 1.0496978  1.0234755  1.338518   1.7421429  3.2184188 ],0.2,I did not know she had
gradient_shap,any,logit,baseline,original,"[1.0764681  1.1458634  0.46426386 0.3998153  0.6242262  0.80455095
 0.8303952  0.5106767  0.97546285 1.0537609  1.3628147 ]",1.0,"Anyway,' said Tuppence, 'there were not"
gradient_shap,any,logit,baseline,original,"[ 4.75068    3.2372787  2.2368848  2.4525094  2.734771   5.3633027
  4.185504   3.1871555  3.9471076  2.2936292  2.7010126  3.3660393
  3.5011125  3.030325   8.655794   3.6845875 26.212914 ]",1.0,"""Sometimes,"""" said Wagstaffe virtuously, """"I think collectors have not"
gradient_shap,any,logit,baseline,original,"[0.96053684 1.5326867  1.2048837  0.45265007 0.8489192  0.8481205
 1.4253937 ]",0.14285714285714285,And there does not seem to be
gradient_shap,any,logit,baseline,original,[1.0649399 1.0721296 1.2074486 1.7953942],1.0,But there are not
gradient_shap,any,logit,baseline,original,[3.7316928 1.6614283 1.4019877 1.4769353 1.843555  9.092957 ],1.0,You'd think there were not
gradient_shap,any,logit,baseline,original,[1.9225117 1.5386307 1.4928882 1.9332894 1.4683571],0.25,I do not know that
gradient_shap,any,logit,baseline,original,[ 6.204063  4.374594 11.173674],1.0,Death had not
gradient_shap,any,logit,baseline,original,"[0.82145983 0.72672856 0.74282134 0.8256849  0.76401216 0.8777239
 0.77133113 1.1352943  1.0335424  4.439807  ]",1.0,And you have to make sure that there are not
gradient_shap,any,logit,baseline,original,[1.4544095 2.9141054 2.6664715 1.7619187 6.695314 ],0.3333333333333333,I did not tell him
gradient_shap,any,logit,baseline,original,[0.6880684  0.65340716 0.5244022  0.78630507 0.62838745 2.4285984 ],0.16666666666666666,It does not seem we have
gradient_shap,any,logit,baseline,original,[0.82520646 0.8366632  0.74641055 0.6122627  1.0520518  1.9201871 ],0.2,He was not going to take
gradient_shap,any,logit,baseline,original,[1.9773757 2.0775414 1.5913619 1.2324421 7.136967 ],0.5,Did not know they had
gradient_shap,any,logit,baseline,original,[ 4.208668   5.7499866  4.623967   6.9961147  8.312478  26.094034 ],0.2,He did not have to add
gradient_shap,any,logit,baseline,original,[ 5.070246  8.905489 13.645147 11.728309 26.448957],0.5,I was not carrying out
gradient_shap,any,logit,baseline,original,"[1.786666  1.5200949 1.7097198 1.8219036 1.8540157 2.2057447 3.1672747
 1.915906  1.4922668 1.283754  1.5068034 1.7570933 4.4096026 6.720422 ]",0.08333333333333333,She'd agreed to everything and I knew she had not been hurt in
gradient_shap,any,logit,baseline,original,[2.2834165 2.2747152 0.9849291 1.1011333 2.6762915],1.0,Make sure there are not
gradient_shap,any,logit,baseline,original,[2.5331624 2.1371555 1.5576367 2.9104006 3.1610427 1.9068676 8.130274 ],0.3333333333333333,But he did not want to cause
gradient_shap,any,logit,baseline,original,"[ 4.4266753  4.5754104  3.7421846  6.0557833  6.3820844  6.19003
  6.0198784  5.066426  46.258854 ]",1.0,"The sink was empty, and there were not"
gradient_shap,any,logit,baseline,original,"[ 2.1760957  2.1802375  3.2321882  3.709405   1.4990944  3.261701
  2.6615758  1.382139   1.5722207  2.1204035  2.7297199 11.909965 ]",1.0,"All the returns were in date order, but there were not"
gradient_shap,any,logit,baseline,original,[1.6725826 1.4032182 1.206133  1.1900593 3.9767504 6.178162 ],0.2,I was not going to have
gradient_shap,any,logit,baseline,original,"[0.6726807  0.51212376 0.35407567 0.76372695 0.35493273 0.31356487
 0.27230206 0.2807532  0.33328924 0.40926072 0.46446386 0.42945397
 0.6372615  0.62899995 1.3904701 ]",1.0,"No one was sure how it was going to work, because there were not"
gradient_shap,any,logit,baseline,original,"[0.8770409  1.2194868  0.5248746  0.55828714 0.47370973 0.5461802
 1.0210371  1.3265659 ]",1.0,The boss said: 'There are not
gradient_shap,any,logit,baseline,original,"[0.57531065 0.4718841  0.88956004 0.31593364 0.3445047  0.50561637
 0.59590685 0.5749717  0.5771041  1.6886588 ]",1.0,The only negative so far was that there were not
gradient_shap,any,logit,baseline,original,[0.56357    0.5250093  0.47366083 0.5263212  0.49270517 0.88867784],0.16666666666666666,I do not think he had
gradient_shap,any,logit,baseline,original,[2.263517  3.7229218 1.361326  1.3500202 3.0143254 1.7276447 9.073647 ],0.14285714285714285,Sally did not seem to have
gradient_shap,any,logit,baseline,original,[1.2865758 0.8558585 0.5340785 0.8532729 0.9094238 2.4409387],0.16666666666666666,You would not want to pull
gradient_shap,any,logit,baseline,original,[1.3899924 2.417482  0.8025178 2.2772336],0.5,And there are not
gradient_shap,any,logit,baseline,original,[2.0648768 2.8005867 1.3792633 1.9356554 3.3930786 5.4759912 2.183477 ],0.16666666666666666,But Ashley does not seem to want
gradient_shap,any,logit,baseline,original,[2.2398818 1.4187803 1.1549684 5.0084    6.1121736],0.2,He does not know whether
gradient_shap,any,logit,baseline,original,"[0.9532051  1.5400894  0.73070145 0.6418478  0.44028574 0.5016603
 1.6150999 ]",1.0,"Well, at least there are not"
gradient_shap,any,logit,baseline,original,"[1.6736293  1.9575632  0.9051912  0.61507773 0.8045867  0.69585556
 0.6246685  0.8932651  0.7991608  3.546269  ]",1.0,"Provided, of course, that there are not"
gradient_shap,any,logit,baseline,original,[ 6.9551783  3.8801904  5.874529  15.578857  15.577949 ],0.25,That did not earn him
gradient_shap,any,logit,baseline,original,"[1.3729122  0.9404999  2.16722    2.19571    0.5836242  0.45489445
 1.2408736  0.7338366  1.5760046  0.92043793 2.3891864 ]",0.1111111111111111,"His head pounded, but he did not seem to have"
gradient_shap,any,logit,baseline,original,[ 3.44059    2.9442203  2.0010366  6.691256  12.782877 ],0.2,He did not turn on
gradient_shap,any,logit,baseline,original,[0.9192846  0.7291376  0.6372602  0.53887135 0.58569205 2.3033354 ],0.16666666666666666,So why do not we postpone
gradient_shap,any,logit,baseline,original,"[0.5556686  0.5829784  0.6394865  1.0179719  0.3413272  0.28678614
 0.2607918  0.26571336 0.64737535 0.41869617 0.31865364 0.38272393
 0.28705865 0.5700586  0.2615687  0.83779746]",0.08333333333333333,"Dark trees lined the road on both sides, and there did not seem to be"
gradient_shap,any,logit,baseline,original,[ 2.025115   2.2337976  1.8262032 11.037938   1.7091371],0.25,I have not given you
gradient_shap,any,logit,baseline,original,[ 3.1115317  6.521531   9.065135   6.3716297 11.866419 ],0.5,We do not dare take
gradient_shap,any,logit,baseline,original,"[1.7674519 1.5178425 1.6445086 1.3471514 2.373919  2.2647505 2.322871
 1.8456517 2.5734591 6.03449   7.057132 ]",1.0,"You keep pressing us for answers, when we have not"
gradient_shap,any,logit,baseline,original,"[ 8.064227   6.1817303  5.4182715  6.6874366 14.530853   5.667522
 17.766916  25.025858 ]",1.0,Since we both understand and there are not
